Node Number,Node Type,Node Name,Intent,Entity Type,Entity,NLU Disabled?,Next Nodes,Message,Rich Asset Type,Rich Asset Content,Answer Required?,Behaviors,Command,Description,Output,Node Input,Parameter Input,Decision Variable,What Next?,Node Tags,Skill Tag,Variable,Platform Flag,Flows,CSS Classname
13522,A,Edit Own Name | ParseFullName,,,,,,,,,,,ParseFullName,,valid,,"{""fullname_input"":""FULLNAME"",""firstname_output"":""FIRSTNAME"",""lastname_output"":""LASTNAME""}",valid,true~13523|only_firstname~13524|false~13525|error~13525,,,"FULLNAME,FIRSTNAME,LASTNAME",,,
13523,D,Edit Own Name | Confirm,,,,,,Your name has been updated to **{FIRSTNAME} {LASTNAME}**.,button,<<far fa-arrow-alt-circle-right>> Continue~1350,1,disable_input,,,,,,,,,,,,,
13524,D,Edit Own Name | OnlyFirstName,,,,1,13523,"Thank you, now please enter your **last name** below:",,,1,,,,,,,,,,,LASTNAME,,,
13525,D,Name Fail | Ask for name again,,,,,,"Hmm...it looks like you may have entered something other than a **full name** (e.g. a first name or a name with numbers or special characters). 

**Please try again**.",button,<<far fa-undo>> Try again~13521,1,disable_input,,,,,,,,,,FULLNAME,,,
1345,D,Contact Info Summary - Insured (1),,,,,,"Thank you for providing your **contact information**. In the next section, we'll collect information about **how the incident occured**.

Before we move on, please verify that the information you've entered in this section is correct:

Insured Name: **{FIRSTNAME} {LASTNAME}**
Contact Number: **{PHONE_FORMATTED}**
Email Address: **{EMAIL}**",button,"<<far fa-check>> This information is correct~1350|
<<far fa-edit>> I need to make an edit~134500",1,disable_input,,,,,,,,,,,,,
134500,D,EDIT HOME - 1,,,,,,,button,"<<far fa-user>> Insured Name~13450|
<<far fa-phone>> Contact Number~13451|
<<far fa-envelope>> Email~13452",1,disable_input,,,,,,,,,,,,,
13450,A,EDIT | INSURED NAME,,,,,,,,,,,AssignVariable,,success,,"{
  ""set"": {
    ""SUMMARY_RETURN"": ""Contact1""
  }
}",success,true~81|error~99990,,,SUMMARY_RETURN,,,
13451,A,EDIT | CONTACT NUMBER,,,,,,,,,,,AssignVariable,,success,,"{
  ""set"": {
    ""SUMMARY_RETURN"": ""Contact1""
  }
}",success,true~82|error~99990,,,SUMMARY_RETURN,,,
13452,A,EDIT | EMAIL,,,,,,,,,,,AssignVariable,,success,,"{
  ""set"": {
    ""SUMMARY_RETURN"": ""Contact1""
  }
}",success,true~83|error~99990,,,SUMMARY_RETURN,,,
1346,A,VarCheck - Insured's Email,,,,,,,,,,,VarCheck,,valid,,"{""global_var_name"":""INSURED_EMAIL""}",valid,true~1348|false~1347|error~99990,,,INSURED_EMAIL,,,
1347,D,Contact Info Summary - Agent/Other - No Insured Email (2),,,,,,"Thank you for providing your **contact information**. In the next section, we'll collect information about **how the incident occured**.

Before we move on, please verify that the information you've entered in this section is correct:

Your Name: **{AGENT_FIRSTNAME} {AGENT_LASTNAME}**
Policyholder's Name: **{FIRSTNAME} {LASTNAME}**
Contact Number: **{PHONE_FORMATTED}**
Contact Email Address: **{EMAIL}**",button,"<<far fa-check>> This information is correct~1350|
<<far fa-edit>> I need to make an edit~134700",1,disable_input,,,,,,,,,,,,,
134700,D,EDIT HOME - 2,,,,,,,button,"<<far fa-user>> Your Name~13470|
<<far fa-user>> Policyholder's Name~13471|
<<far fa-phone>> Contact Number~13472|
<<far fa-envelope>> Contact Email Address~13473",1,disable_input,,,,,,,,,,,,,
13470,A,EDIT | AGENT NAME,,,,,,,,,,,AssignVariable,,success,,"{
  ""set"": {
    ""SUMMARY_RETURN"": ""Contact2""
  }
}",success,true~84|error~99990,,,SUMMARY_RETURN,,,
13471,A,EDIT | INSURED NAME,,,,,,,,,,,AssignVariable,,success,,"{
  ""set"": {
    ""SUMMARY_RETURN"": ""Contact2""
  }
}",success,true~81|error~99990,,,SUMMARY_RETURN,,,
13472,A,EDIT | CONTACT NUMBER,,,,,,,,,,,AssignVariable,,success,,"{
  ""set"": {
    ""SUMMARY_RETURN"": ""Contact2""
  }
}",success,true~82|error~99990,,,SUMMARY_RETURN,,,
13473,A,EDIT | EMAIL,,,,,,,,,,,AssignVariable,,success,,"{
  ""set"": {
    ""SUMMARY_RETURN"": ""Contact2""
  }
}",success,true~83|error~99990,,,SUMMARY_RETURN,,,
1348,D,Contact Info Summary - Agent/Other - Insured Email (3),,,,,,"Thank you for providing your **contact information**. In the next section, we'll collect information about **how the incident occured**.

Before we move on, please verify that the information you've entered in this section is correct:

Your Name: **{AGENT_FIRSTNAME} {AGENT_LASTNAME}**
Policyholder's Name: **{FIRSTNAME} {LASTNAME}**
Contact Number: **{PHONE_FORMATTED}**
Contact Email Address: **{EMAIL}**
Policyholder's Email Address: **{INSURED_EMAIL}**",button,"<<far fa-check>> This information is correct~1350|
<<far fa-edit>> I need to make an edit~134800",1,disable_input,,,,,,,,,,,,,
134800,D,EDIT HOME - 3,,,,,,,button,"<<far fa-user>> Your Name~13481|
<<far fa-user>> Policyholder's Name~13480|
<<far fa-phone>> Contact Number~13482|
<<far fa-envelope>> Contact Email~13483|
<<far fa-envelope>> Policyholder's Email Address~13484",1,disable_input,,,,,,,,,,,,,
13480,A,EDIT | INSURED NAME,,,,,,,,,,,AssignVariable,,success,,"{
  ""set"": {
    ""SUMMARY_RETURN"": ""Contact3""
  }
}",success,true~81|error~99990,,,SUMMARY_RETURN,,,
13481,A,EDIT | AGENT NAME,,,,,,,,,,,AssignVariable,,success,,"{
  ""set"": {
    ""SUMMARY_RETURN"": ""Contact3""
  }
}",success,true~84|error~99990,,,SUMMARY_RETURN,,,
13482,A,EDIT | CONTACT NUMBER,,,,,,,,,,,AssignVariable,,success,,"{
  ""set"": {
    ""SUMMARY_RETURN"": ""Contact3""
  }
}",success,true~82|error~99990,,,SUMMARY_RETURN,,,
13483,A,EDIT | EMAIL,,,,,,,,,,,AssignVariable,,success,,"{
  ""set"": {
    ""SUMMARY_RETURN"": ""Contact3""
  }
}",success,true~83|error~99990,,,SUMMARY_RETURN,,,
13484,A,EDIT | INSURED EMAIL,,,,,,,,,,,AssignVariable,,success,,"{
  ""set"": {
    ""SUMMARY_RETURN"": ""Contact3""
  }
}",success,true~85|error~99990,,,SUMMARY_RETURN,,,
1350,D,Ask if policy address same as theft,,,,,,"Please confirm if the address where the items were stolen is the **same** as the policy address below.

**{POLICYADDR1}
{POLICYADDRCITY} {POLICYADDRSTATE}, {POLICYADDRPOSTAL}**",button,"<<far fa-map-marker-alt>> Same address~1431|
<<fal fa-map-marker-alt-slash>> Different address~144|
<<far fa-question-circle>> I don't know the exact address~13500",1,disable_input,,,,,,,,,,POLICY_ADDRESS,,,
13500,D,No Exact Address,,,,1,13501,"**No exact address.**

That's OK, we just need the **city** and **state** to proceed. Please enter it now.

*(ex. Los Angeles, CA)*",,,1,,,,,,,,,,,LOCATIONSTRING,,,
13501,A,ValidateCityState,,,,,,,,,,,ValidateCityState,,valid,,,valid,true~13503|false~13504|error~99990,,,"LOCATIONSTRING,LAT,LNG,ADDR1,ADDR2,ADDRCITY,ADDRSTATE,ADDRPOSTAL,LOCATIONCITY,LOCATIONSTATE",,,
13503,A,AssignVars - No Exact Address,,,,,,,,,,,AssignVariable,"Assign City and State, hardcode the rest of the values",success,,"{
        ""set"": {
                ""THEFTADDR_PRETTY"": ""Unknown"",
                ""THEFTADDR1"": ""Unknown"",
                ""THEFTADDRCITY"": ""LOCATIONCITY"",
                ""THEFTADDRSTATE"": ""LOCATIONSTATE"",
                ""THEFTCOUNTRY"": ""US""
        }
}",success,true~13505|error~99990,,,"THEFTADDR_PRETTY,THEFTADDR1,THEFTADDR2,THEFTADDRCITY,THEFTADDRSTATE,THEFTADDRCITY,THEFTADDRPOSTAL,THEFTCOUNTRY,LOCATIONCITY,LOCATIONSTATE",,,
13504,D,Error,,,,1,13501,"Hmm, there seems to be an issue with the formatting or inclusion of special characters. Please try entering the **city and state** again now.

Example: **Chicago, IL**",,,1,,,,,,,,,,,LOCATIONSTRING,,,
13505,D,"Testing, var check",,,,,,"The theft occured in **{LOCATIONCITY}, {LOCATIONSTATE}**. Does that look right?",button,"<<far fa-check>> That's correct~144|
<<far fa-times>> No, go back~13500",1,disable_input,,,,,,,,,,,,,
136,A,SetEnv,,,,,,,,,,,SetEnv,"Sets a global var called ENVIRONMENT equal to the runtime environment we're in. 

I.E. ENVIRONMENT will normally be set to either ""sandbox"" or ""live"".",success,,,success,true~1361|error~99990,,,ENVIRONMENT,,,
1361,A,SetFormID,,,,,,,,,,,SetFormID,"This action node used in conjunction with many embedded webviews. In case a solution has multiple webviews that send JS events to the solution, this action node ensures that they do not get mixed up. It assigns a specific for ID to an upcoming webview, so that events coming from that webview will be associated with this specific ID. 

In essense, this script simply increments FORM_ID by 1, or sets it equal to 1 if it doesn't exist yet.",success,,,success,true~14|error~99990,,,FORM_ID,,,
14,D,Address intake widget,,,,1,141,,webview,Enter your policy address~https://s3.us-west-2.amazonaws.com/preview.pypestream.com/TravelersAddressForm.html?env={ENVIRONMENT}&formId={FORM_ID}&output=svembed&height=220,1,,,,,,,,,,,,,,
141,A,GetAddressFromForm,,,,,,,,,,,GetAddressFromForm,,success,,"{
  ""full_display_address"": ""POLICYADDR_PRETTY"",
  ""address_line_1"": ""POLICYADDR1"",
  ""address_line_2"": ""POLICYADDR2"",
  ""city"": ""POLICYADDRCITY"",
  ""state"": ""POLICYADDRSTATE"",
  ""city"": ""POLICYADDRCITY"",
  ""postal_code"": ""POLICYADDRPOSTAL"",
  ""country"": ""POLICYCOUNTRY""
}",success,true~1411|error~1422,,,"FORM_ID,POLICYADDR_PRETTY,POLICYADDR1,POLICYADDR2,POLICYADDRCITY,POLICYADDRSTATE,POLICYADDRCITY,POLICYADDRPOSTAL,POLICYCOUNTRY",,,
1410,A,VarCheck - EDIT_MODE,,,,,,,,,,,VarCheck,,valid,,"{""global_var_name"":""EDIT_MODE""}",valid,true~18|false~1411|error~1411,,,EDIT_MODE,,,
1411,A,VarCheck - Apt #,,,,,,,,,,,VarCheck,,valid,,"{""global_var_name"":""POLICYADDR2""}",valid,true~142|false~1421|error~99990,,,POLICYADDR2,,,
142,D,Policy Address Confirmation - Apt # True,,,,,,"**{POLICYADDR1}, Apt/Unit {POLICYADDR2}**
**{POLICYADDRCITY}, {POLICYADDRSTATE} {POLICYADDRPOSTAL}**

Please confirm this address is accurate.",button,"<<far fa-arrow-alt-circle-right>> Yes, continue~1423|
<<far fa-times>> Try another address~14|
<<far fa-arrow-alt-circle-left>> Go back~1344",1,disable_input,,,,,,,,,,,,,
1421,D,Policy Address Confirmation - No Apt #,,,,,,"**{POLICYADDR1}**
**{POLICYADDRCITY}, {POLICYADDRSTATE} {POLICYADDRPOSTAL}**

Please confirm this address is accurate.",button,"<<far fa-arrow-alt-circle-right>> Yes, continue~1423|
<<far fa-times>> Try another address~14|
<<far fa-arrow-alt-circle-left>> Go back~1344",1,disable_input,,,,,,,,,,,,,
1422,D,Address intake widget - Error,,,,,,"I'm sorry, I wasn't able to locate that address. Would you like to try again?",button,"<<far fa-map>> Try another address~14|
<<far fa-arrow-alt-circle-left>> Go back~1344",1,disable_input,,,,,,,,,,,,,
1423,A,VarCheck - EDIT_MODE,,,,,,,,,,,VarCheck,,valid,,"{""global_var_name"":""EDIT_MODE""}",valid,true~18|false~143|error~99990,,,EDIT_MODE,,,
143,D,Policy + Theft Address Check,,,,,,Is the theft address the **same** as the policy address?,button,"<<far fa-map-marker-alt>> Same address~1431|
<<far fa-map-marker-alt-slash>> Different address~144",1,disable_input,,,,,,,,,,,,,
1431,A,AssignVar - Theft On Premise: Y,,,,,,,,,,,AssignVariable,,success,,"{
  ""set"": {
    ""THEFT_ONPREMISE"": ""Yes""
  }
}",success,true~1432|error~99990,,,THEFT_ONPREMISE,,,
1432,A,VarCheck - EDIT_MODE,,,,,,,,,,,VarCheck,,valid,,"{""global_var_name"":""EDIT_MODE""}",valid,true~158|false~15|error~99990,,,EDIT_MODE,,,
144,A,AssignVar - Theft On Premise: N,,,,,,,,,,,AssignVariable,,success,,"{
  ""set"": {
    ""THEFT_ONPREMISE"": ""No""
  }
}",success,true~1440|error~99990,,,THEFT_ONPREMISE,,,
1440,A,VarCheck - LOCATIONSTRING,,,,,,,,,,,VarCheck,Checks to see if the user already indicated they don't have an exact address and skips that part of the flow,valid,,"{""global_var_name"":""LOCATIONSTRING""}",valid,true~15|false~1441|error~99990,,,LOCATIONSTRING,,,
1441,D,Theft Off Premise,,,,,,Let's get the address where the **theft** took place.,button,<<fal fa-check>> Continue~1442,1,disable_input,,,,,,,,,,,,,
1442,A,OffPrem - SetEnv,,,,,,,,,,,SetEnv,"Sets a global var called ENVIRONMENT equal to the runtime environment we're in. 

I.E. ENVIRONMENT will normally be set to either ""sandbox"" or ""live"".",success,,,success,true~1443|error~99990,,,ENVIRONMENT,,,
1443,A,OffPrem - SetFormID,,,,,,,,,,,SetFormID,"This action node used in conjunction with many embedded webviews. In case a solution has multiple webviews that send JS events to the solution, this action node ensures that they do not get mixed up. It assigns a specific for ID to an upcoming webview, so that events coming from that webview will be associated with this specific ID. 

In essense, this script simply increments FORM_ID by 1, or sets it equal to 1 if it doesn't exist yet.",success,,,success,true~145|error~99990,,,FORM_ID,,,
145,D,OffPrem - Address intake widget,,,,1,1451,,webview,Enter the theft address~https://preview.pypestream.com/cx/web-embed/address-form/address_form_v2.0.html?env={ENVIRONMENT}&formId={FORM_ID},1,,,,,,,,,,,,,,
1451,A,OffPrem - GetAddressFromForm,,,,,,,,,,,GetAddressFromForm,,success,,"{
  ""full_display_address"": ""THEFTADDR_PRETTY"",
  ""address_line_1"": ""THEFTADDR1"",
  ""address_line_2"": ""THEFTADDR2"",
  ""city"": ""THEFTADDRCITY"",
  ""state"": ""THEFTADDRSTATE"",
  ""postal_code"": ""THEFTADDRPOSTAL"",
  ""country"": ""THEFTCOUNTRY""
}",success,true~1452|error~14511,,,"FORM_ID,THEFTADDR_PRETTY,THEFTADDR1,THEFTADDR2,THEFTADDRCITY,THEFTADDRSTATE,THEFTADDRCITY,THEFTADDRPOSTAL,THEFTCOUNTRY",,,
14511,D,Theft address webview error message,,,,,14512,"I'm sorry, but to continue we will need the address where the **theft** occurred to file a claim.",,,,,,,,,,,,,,,,,
14512,D,Theft address webview error message - Part 2,,,,,,Would you like to try again?,button,<<far fa-undo>> Try again~1442,1,disable_input,,,,,,,,,,,,,
1452,A,VarCheck - Apt #,,,,,,,,,,,VarCheck,,valid,,"{""global_var_name"":""THEFTADDR2""}",valid,true~14520|false~1454|error~99990,,,THEFTADDR2,,,
14520,A,SearchTextForRegex - ADDR2,,,,,,,,,,,SearchTextForRegEx,,found_regex,,"{
    ""input_text"":""THEFTADDR2"",
    ""output_var"":""THEFTADDR2_OUTPUT"",
    ""regex"":""^[\\#]?[1-9]?\\d*(\\s*[-\/]\\s*[1-9]\\d*)?(\\s?[a-zA-Z])?[1-9]*(\\s?[1-9]*[\/]{1}[1-9]*)?$""
}",found_regex,true~1453|false~14521|error~99990,,,"THEFTADDR2,THEFTADDR2_OUTPUT",,,
14521,D,ADDR2 - Non-numeric,,,,,,"I'm sorry, but it looks like the second line of your address (usually the unit or apartment number) wasn't in the **format** we're looking for. 

Please omit words like 'Apt' or 'Unit' and try again using something like this:
**35, #201, 4B**",button,<<far fa-undo>> Try again~1442,1,disable_input,,,,,,,,,,,,,
1453,D,Address intake widget - Apt # True,,,,,,"**{THEFTADDR1}, Apt/Unit {THEFTADDR2}**
**{THEFTADDRCITY}, {THEFTADDRSTATE} {THEFTADDRPOSTAL}**

Please confirm this address is accurate.",button,"<<far fa-check>> This address is correct~146|
<<far fa-arrow-alt-circle-left>> Go back~1423",1,disable_input,,,,,,,,,,,,,
1454,D,OffPrem - Address intake widget,,,,,,"**{THEFTADDR1}**
**{THEFTADDRCITY}, {THEFTADDRSTATE} {THEFTADDRPOSTAL}**

Please confirm this address is accurate.",button,"<<far fa-check>> This address is correct~146|
<<far fa-arrow-alt-circle-left>> Go back~1423",1,disable_input,,,,,,,,,,,,,
1455,D,OffPrem - Address intake widget,,,,,,"I'm sorry, I encountered an error retrieving the **address**. Please click **go back** to return to address selection.",button,<<far fa-arrow-alt-circle-left>> Go back~1423,1,disable_input,,,,,,,,,,,,,
146,A,VarCheck - EDIT_MODE,,,,,,,,,,,VarCheck,,valid,,"{""global_var_name"":""EDIT_MODE""}",valid,true~158|false~15|error~99990,,,EDIT_MODE,,,
15,D,Building damage,,,,,,Was there any **damage** to the building or home related to this incident?,button,"<<far fa-house-damage>> Yes~1501|
<<far fa-home>> No~1502",1,disable_input,,,,,,,,,,,,,
1501,A,AssignVariable - Building Damage == true,,,,,,,,,,,AssignVariable,,success,,"{
  ""set"": {
    ""BUILDINGDAMAGE"": ""True""
  }
}",success,true~156|error~99990,,,BUILDINGDAMAGE,,,
1502,A,AssignVariable - Building Damage == false,,,,,,,,,,,AssignVariable,,success,,"{
  ""set"": {
    ""BUILDINGDAMAGE"": ""False""
  }
}",success,true~156|error~99990,,,BUILDINGDAMAGE,,,
151,D,Building damage - type,,,,,,Was the **damage** to the interior or exterior?,button,"Interior~1511|
Exterior~1511|
Both~1511",1,disable_input,,,,,,,,,,BUILDINGDAMAGE,,,
1511,A,GetValue,,,,,,,,,,,GetValue,,success,,"{""global_vars"":""BUILDINGDAMAGE""}",success,true~1521|false~99990,,,BUILDINGDAMAGE,,,
152,A,AssignVariable - No Building Damage,,,,,,,,,,,AssignVariable,,success,,"{
  ""set"": {
    ""BUILDINGDAMAGE"": ""No damage""
  }
}",success,true~1521|error~99990,,,BUILDINGDAMAGE,,,
1521,A,CheckVar/Multimatch - Building Damage,,,,,,,,,,,MultiMatchRouting,"Check if a Variable matches a value. Allow the solution designer to be able to input multiple potential values in a comma separated list in the Parameter Input column.
- If Variable matches any of the values, set valid to that value
- If Variable does not match any of the input values, then valid will be set to false.

NOTE: the decision value must be lowercase without space. CAN ONLY INCLUDE lowercase letters, digits, and underscore.

Example:
Paramater Input: {""global_vars"":""TOPIC"",""input_vars"":""Diversity & Inclusion,Gender Equality""}
What's Next?
diversityinclusion~2974|genderequality~2974|false~2976|error~99990",valid,,"{""global_vars"":""BUILDINGDAMAGE"",""input_vars"":""Interior,Both""}",valid,interior~153|both~1522|false~154|error~99990,,,BUILDINGDAMAGE,,,
1522,A,AssignVariable - Interior and Exterior,,,,,,,,,,,AssignVariable,,success,,"{
  ""set"": {
    ""BUILDINGDAMAGE"": ""Interior and Exterior""
  }
}",success,true~153|error~99990,,,BUILDINGDAMAGE,,,
153,D,Building Damage - Rooms,,,,,,Did the **damage** occur in one or more rooms?,button,"One room~1531|
More than one room~1531",1,disable_input,,,,,,,,,,BUILDINGDAMAGE_ROOMS,,,
1531,A,GetValue,,,,,,,,,,,GetValue,,success,,"{""global_vars"":""BUILDINGDAMAGE_ROOMS""}",success,true~1532|false~99990,,,BUILDINGDAMAGE_ROOMS,,,
1532,A,VarCheck - Room Damage,,,,,,,,,,,VarCheck,,valid,,"{""global_var_name"":""BUILDINGDAMAGE_ROOMS""}",valid,true~155|false~154|error~99990,,,BUILDINGDAMAGE_ROOMS,,,
154,D,Building Damage - Confirm,,,,,,"Thank you, please confirm the information below:

Building damage: **{BUILDINGDAMAGE}**",button,"<<far fa-arrow-alt-circle-right>> Yes, continue~156|
<<far fa-edit>> Edit building damage~1541",1,disable_input,,,,,,,,,,,,,
1541,A,VariableReset - Building Damage,,,,,,,,,,,VariableReset,,success,,,success,true~15|error~15,,,BUILDINGDAMAGE_ROOMS,,,
155,D,Building Damage Rooms - Confirm,,,,,,"Thank you, please confirm the information below:

Building damage: **{BUILDINGDAMAGE}**
Rooms damaged: **{BUILDINGDAMAGE_ROOMS}**",button,"<<far fa-arrow-alt-circle-right>> Yes, continue~156|
<<far fa-edit>> Edit building damage~1551",1,disable_input,,,,,,,,,,,,,
1551,A,VariableReset - Building Damage & Rooms,,,,,,,,,,,VariableReset,,success,,,success,true~15|error~15,,,"BUILDINGDAMAGE,BUILDINGDAMAGE_ROOMS",,,
156,A,VarCheck - EDIT_MODE,,,,,,,,,,,VarCheck,,valid,,"{""global_var_name"":""EDIT_MODE""}",valid,true~158|false~1560|error~99990,,,EDIT_MODE,,,
1560,D,Loss Summary,,,,,,"Next, we will need a short summary of **how the incident occurred**. You do not need to list stolen items here, you will have an opportunity to itemize later.

(e.g. my house was broken into and some possessions were stolen)",button,<<fal fa-arrow-alt-circle-right>> Continue~1561,1,disable_input,,,,,,,,,,,,,
1561,A,SetEnv,,,,,,,,,,,SetEnv,,success,,,success,true~15611|error~99990,,,ENVIRONMENT,,,
15611,D,LossDescription Webview,,,,1,15612,,webview,Explain what happened~https://s3.us-west-2.amazonaws.com/preview.pypestream.com/cx/LossDescriptionFormV3.html?text={LOSS_SUMMARY}&env={ENVIRONMENT},1,,,,,,,,,,,,,,
15612,A,EventsToGlobalVariableValues,,,,,,,,,,,EventsToGlobalVariableValues,,success,,"{
  ""event_mapping"": {
        ""form"": {
            ""LOSS_SUMMARY"": ""LOSS_SUMMARY""
        }
  }
}",success,true~156121|false~15613|error~15613,,,LOSS_SUMMARY,,,
156121,A,CheckLossSummary,,,,,,,,,,,CheckLossSummary,"Checks if the loss summary is blank/empty. If it is, we'll tell the user they can't leave that field blank.",success,,,success,true~15614|false~15613|regex_fail~1563|char_fail~1564|error~15613,,,LOSS_SUMMARY,,,
15613,D,Loss summary webview - error,,,,,,"I'm sorry, but to continue we will need a summary of the loss. Would you like to try again?",button,<<far fa-undo>> Try again~1561,1,disable_input,,,,,,,,,,,,,
15614,D,Loss summary,,,,,,"Thank you, please confirm the information below to continue:

Loss summary: **{LOSS_SUMMARY}**",button,"<<far fa-arrow-alt-circle-right>> Yes, continue~1565|
<<far fa-edit>> Edit loss summary~1561",1,disable_input,,,,,,,,,,,,,
1562,A,Loss Summary - SearchTextForRegex,,,,,,,,,,,SearchTextForRegEx,"Searches a variable (e.g. a user utterance) for any portion matching a regex rule. If it finds a match, it stores the matching portion and sets found_regex = true. Else, found_regex = false.

In the parameter input, ""input_text"" indicates the global variable that should be searched for the regex rule, ""output_var"" indicates which global variable should be assigned with the matching portion (could optionally be set to the same variable as ""input_text"" if we only care about the matched portion), and ""regex"" is the specific regex rule the script will validate.

If we want to ensure the variable is exactly equal to a certain format (as opposed to just containing it), then we can add ""^"" at the beginning and ""$"" at the end of the regex rule.

Tip: you can configure and test out regex rules here: https://regex101.com/",found_regex,,"{""input_text"":""LOSS_SUMMARY"",""output_var"":""LOSS_SUMMARY"",""regex"":""^[a-zA-Z0-9!():.\\s,'' -]*$""}",found_regex,true~15621|false~1563|error~99990,,,LOSS_SUMMARY,,,
15621,A,CheckCharacterCount,,,,,,,,,,,CheckCharacterCount,,success,,,success,true~1565|false~1564|error~99990,,,LOSS_SUMMARY,,,
1563,D,Loss Summary - Error (RegEx),,,,,,"I'm sorry, it looks like your description may be using **invalid characters**. Would you like to try again?",button,<<far fa-undo>> Try again~1561,1,disable_input,,,,,,,,,,,,,
1564,D,Loss Summary - Error (More than 234 characters),,,,,,"I'm sorry, your description has **exceeded the 234 character limit**. Would you like to try again?",button,<<far fa-undo>> Try again~1561,1,disable_input,,,,,,,,,,,,,
1565,A,VarCheck - EDIT_MODE,,,,,,,,,,,VarCheck,,valid,,"{""global_var_name"":""EDIT_MODE""}",valid,true~158|false~157|error~99990,,,EDIT_MODE,,,
157,A,VarCheck - Formatted Phone,,,,,,,,,,,VarCheck,,valid,,"{""global_var_name"":""PHONE_FORMATTED""}",valid,true~158|false~1571|error~99990,,,PHONE_FORMATTED,,,
1571,A,ValidatePhoneAndReturnStripped,,,,,,,,,,,ValidatePhoneAndReturnStripped,"Validate that the input phone number is either 10 digits, or 11 with 1 being the first digit (i.e. proper format for U.S. phone numbers). Also returns a new variable that represents the phone number stripped of all special characters.",valid,,"{""original_phone_number"":""PHONE"",""stripped_phone_number"":""PHONE_STRIPPED""}",valid,true~1573|false~1572|error~99990,,,"PHONE,PHONE_STRIPPED",,,
1572,D,Phone validation failed,,,,,,"I'm sorry, it doesn't look like you've entered a valid phone number. Would you like to try another number?",button,<<far fa-undo>> Try again~1574,1,disable_input,,,,,,,,,,PHONE,,,
1573,A,FormatPhone,,,,,,,,,,,FormatPhone,"Takes a string of 10 digits, or 11 digits starting with ""1"", and formats it as XXX-XXX-XXXX / 1-XXX-XXX-XXXX.",success,,"{""input_var"":""PHONE_STRIPPED"",""output_var"":""PHONE_FORMATTED""}",success,true~158|false~99990|error~99990,,,"PHONE_STRIPPED, PHONE_FORMATTED",,,
1574,D,Phone # not present,,,,1,1571,Please enter the **policyholder's** phone number.,,,1,,,,,,,,,,,PHONE,,,
158,A,VariableReset - EDIT_MODE - Change routing to 1580 after demo,,,,,,,,,,,VariableReset,,success,,,success,true~1580|error~99990,,,EDIT_MODE,,,
1580,A,"CheckInsuredAndPolicy

[Check to see if user moves on to Phase 3]",,,,,,[Action node that checks if the user has a Quantum 1 policy type (QTM) and is insured. If they're both we're gonna take em to Phase 3],,,,,CheckInsuredAndPolicy,User must have Quantum 1 or Quantum 2 policy type and MUST be Insured Policyholder,success,,,success,"eligible~159|
not_eligible~181|
error~99990",,,"QUANTUM_POLICY,INSURED",,,
159,A,IncidentClaimSummary,,,,,,,,,,,IncidentClaimSummary,,success,,,success,true~1590|error~99990,,,"FIRSTNAME,LASTNAME,AGENT_FIRSTNAME,AGENT_LASTNAME,PHONE_FORMATTED,EMAIL,INSURED_EMAIL,POLICYADDR_PRETTY,POLICYADDR1,POLICYADDR2,POLICYADDRCITY,POLICYADDRSTATE,POLICYADDRPOSTAL,DOL,USER_DOL,THEFT_ONPREMISE,THEFTADDR_PRETTY,BUILDINGDAMAGE,BUILDINGDAMAGE_ROOMS,INCIDENT_SUMMARY_STRING,THEFTADDR1,THEFTADDR2,THEFTADDRCITY,THEFTADDRSTATE,THEFTADDRPOSTAL,LOSS_SUMMARY",,,
1590,D,Incident Info Summary (QTM1),,,,,,"Thank you for providing **information about the incident**. In the last section, we'll collect information about **what was stolen**.

Before we move on, please verify that the information you've entered in this section is correct:

{INCIDENT_SUMMARY_STRING}",button,"<<far fa-check>> This information is correct~15901|
<<far fa-edit>> I need to make an edit~1591",1,disable_input,,,,,,,,,,,,,
15901,A,"PostEventToBQ - Phase 2 End (User goes to Phase 3)

✓",,,,,,,,,,,PostEventToBQ,Phase 2 End,success,,"{
    ""table_id"": ""travelers_data_2.metric_data_2"",
    ""columns"": {
        ""event"": ""Phase 2 End"",
        ""session_id"": ""{SESSION_ID}""
    }
}",success,true~4|hidden_flow~4|error~99990,,,SESSION_ID,,,
1591,D,EDIT HOME QTM1,,,,,,,button,"<<far fa-map-marked>> Theft address~198|
<<far fa-house-damage>> Building damage~196|
<<far fa-file-alt>> Loss summary~1991",1,disable_input,,,,,,,,,,,,,
16,D,Confirm Phone Number,,,,,,"We're almost finished. 

Is **{PHONE_FORMATTED}** the best phone number to contact in regards to this claim?",button,"<<far fa-arrow-alt-circle-right>> Yes, continue~165|
<<far fa-edit>> Edit phone number~161|
<<far fa-arrow-alt-circle-left>> Go back~1560",1,disable_input,,,,,,,,,,,,,
160,A,ValidatePhoneAndReturnStripped,,,,,,,,,,,ValidatePhoneAndReturnStripped,"Validate that the input phone number is either 10 digits, or 11 with 1 being the first digit (i.e. proper format for U.S. phone numbers). Also returns a new variable that represents the phone number stripped of all special characters.",valid,,"{""original_phone_number"":""PHONE"",""stripped_phone_number"":""PHONE_STRIPPED""}",valid,true~1601|false~1621|error~99990,,,"PHONE,PHONE_STRIPPED",,,
